"Veranlagungsjahr","Geschlecht","Bundesland","Stufen des zu versteuernden Einkommens","Anzahl Veranlagungsfälle","Fallzahl Gesamtbetrag der Einkünfte insgesamt","Gesamtbetrag der Einkünfte insgesamt","Fallzahl zu versteuerndes Einkommen insgesamt","Betrag zu versteuerndes Einkommen insgesamt","Fallzahl Festgesetzte Einkommensteuer","Festgesetzte Einkommensteuer","Fallzahl Angerechnete Lohnsteuer","Angerechnete Lohnsteuer","Fallzahl Abgabenschuld","Abgabenschuld","Fallzahl Gutschrift","Gutschrift","Fallzahl Nichtselbständige Arbeit – Bruttobezüge","Nichtselbständige Arbeit – Bruttobezüge","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Land- und Forstwirtschaft","Einkünfte (nach Ausgleich mit Verlusten) aus Land- und Forstwirtschaft","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Selbständiger Arbeit","Einkünfte (nach Ausgleich mit Verlusten) aus Selbständiger Arbeit","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Gewerbebetrieb","Einkünfte (nach Ausgleich mit Verlusten) aus Gewerbebetrieb","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Nichtselbständiger Arbeit","Einkünfte (nach Ausgleich mit Verlusten) aus Nichtselbständiger Arbeit","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Kapitalvermögen","Betrag Einkünfte (nach Ausgleich mit Verlusten) aus Kapitalvermögen","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Vermietung und Verpachtung","Einkünfte (nach Ausgleich mit Verlusten) aus Vermietung und Verpachtung","Fallzahl Einkünfte (nach Ausgleich mit Verlusten) aus Sonstigen Einkünften","Betrag Einkünfte (nach Ausgleich mit Verlusten) aus Sonstigen Einkünften","Fallzahl Sonderausgaben Insgesamt","Sonderausgaben Insgesamt","Fallzahl Verlustabzug","Verlustabzug","Fallzahl Außergewöhnliche Belastungen","Außergewöhnliche Belastungen","Fallzahl Angerechnete ausländische Steuern","Angerechnete ausländische Steuern","Fallzahl Angerechnete Kapitalertragsteuer","Angerechnete Kapitalertragsteuer","Fallzahl Alleinverdienerabsetzbetrag","Alleinverdienerabsetzbetrag","Fallzahl Alleinerzieherabsetzbetrag","Alleinerzieherabsetzbetrag","Fallzahl Verkehrsabsetzbetrag","Verkehrsabsetzbetrag","Fallzahl Pensionistenabsetzbetrag","Pensionistenabsetzbetrag","Fallzahl Unterhaltsabsetzbetrag","Unterhaltsabsetzbetrag","Fallzahl Progressionseinkünfte","Progressionseinkünfte","Fallzahl Familienbonus Plus (ab 2020)","Familienbonus Plus (ab 2020)","Fallzahl Erhöhter Pensionistenabsetzbetrag (ab 2020)","Erhöhter Pensionistenabsetzbetrag (ab 2020)","Fallzahl Kindermehrbetrag (ab 2020)","Kindermehrbetrag (ab 2020)","Fallzahl Einkommensteuer nach Tarif","Betrag Einkommensteuer nach Tarif","Fallzahl Steuer nach Tarif","Betrag Steuer nach Tarif","Fallzahl Negativsteuer nach Tarif","Betrag Negativsteuer nach Tarif","Fallzahl Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Einkünfte aus sonst. Bezüge § 67 (Jahressechstel) mit festen Sätzen besteuert (ab 2022)","Betrag Einkünfte aus sonst. Bezüge § 67 (Jahressechstel) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Steuer Kapitaleinkünfte (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Betrag Steuer Einkünfte aus Grundstückveräußerungen (nach Ausgleich mit Verlusten) mit festen Sätzen besteuert (ab 2022)","Fallzahl Steuer sonst. Bezüge § 67 mit festen Sätzen besteuert (ab 2022)","Betrag Steuer sonst. Bezüge § 67 mit festen Sätzen besteuert (ab 2022)"
"2023","männlich","Vorarlberg","bis unter 4",2121,1924,-11318212,1018,1872546,648,-71983,255,-238713,99,35151,570,-1146021,563,4633551,82,-291952,306,1190277,1255,-17433028,534,3333809,141,311853,398,215163,22,1365788,587,-6990701,258,-6674494,44,-209373,1,-81,35,-96599,146,-114584,7,-4424,308,-177787,108,-38053,10,-2977,252,25231959,10,-4046,7,-2741,91,-116180,580,-101313,46,336659,534,-437973,98,69205,2,2110,394,408654,98,18614,2,633,78,10084
"2023","männlich","Vorarlberg","4 bis unter 6",488,488,3485371,488,2441758,236,-98115,135,-327944,24,19627,224,-467259,245,3858600,16,31114,87,472027,251,-510115,237,3121097,37,96439,98,232834,3,49304,227,-1364370,52,-1285623,28,-173242,0,0,13,-13000,29,-23584,2,-1224,136,-91037,33,-9160,1,-507,46,3453019,8,-12032,1,-502,19,-28050,198,-126266,18,14205,180,-140471,20,38474,0,0,196,418646,20,10359,0,0,74,17685
"2023","männlich","Vorarlberg","6 bis unter 8",424,424,3306948,424,2958255,211,-76674,110,-376465,29,31481,188,-500650,206,3383741,22,78936,91,523419,209,-686105,202,2790978,28,64183,95,483898,6,57124,198,-1171723,39,-1064514,25,-160950,1,-367,4,-1989,26,-19480,0,0,119,-88888,33,-11869,2,-1093,40,1541485,8,-10266,0,0,19,-23546,184,-101307,25,27679,159,-128986,16,33096,1,15,169,381686,16,8871,1,5,51,15758
"2023","männlich","Vorarlberg","8 bis unter 10",409,409,4372364,409,3650861,193,-62534,93,-183040,35,50367,163,-366415,193,2608919,17,85324,84,539654,209,1143893,183,2129154,27,152729,104,319874,4,9854,215,-475474,20,-353887,27,-247678,1,-1698,4,-61504,26,-22024,0,0,100,-81812,43,-17079,4,-2462,49,2911001,10,-7159,1,-579,16,-24750,181,-86424,32,45571,149,-131995,17,61249,0,0,159,257490,17,16579,0,0,28,7312
"2023","männlich","Vorarlberg","10 bis unter 15",1137,1137,15284999,1137,14172634,817,-157878,333,-468135,311,192581,513,-867367,583,8931710,38,107715,249,2144581,584,4376574,570,7347221,76,339261,255,915971,15,74445,563,-883294,28,-523543,72,-512659,6,-2716,16,-17942,54,-41560,7,-4888,372,-335882,130,-68938,20,-4976,85,4838361,125,-77715,4,-2191,36,-41029,787,-226544,307,177211,480,-403755,48,174726,0,0,514,918478,48,47762,0,0,148,20904
"2023","männlich","Vorarlberg","15 bis unter 20",1254,1254,22764408,1254,21988071,1118,451625,507,-757565,540,604650,572,-1028624,718,14055120,36,210009,278,3171488,655,6284969,704,11800732,62,267245,288,907404,20,147476,714,-747614,24,-405895,93,-491242,13,-12794,12,-84514,69,-50704,9,-5232,442,-443865,213,-166241,35,-10845,72,7232258,285,-310671,12,-14292,26,-17674,1095,363926,628,645537,467,-281611,43,129689,0,0,637,1445976,43,34959,0,0,372,52740
"2023","männlich","Vorarlberg","20 bis unter 25",1562,1562,36997751,1562,35271680,1488,2043170,820,-1456955,858,1506013,617,-1002839,1012,25177848,41,169108,333,4603048,713,9460137,1002,20846800,106,405083,393,1421337,21,135340,918,-947883,27,-477013,117,-473423,47,-42830,13,-10109,79,-57792,14,-9080,611,-497411,319,-211270,62,-29012,95,2893626,403,-697862,8,-9629,8,-3434,1477,1867607,1287,2037972,190,-170365,83,234303,0,0,931,2589962,83,62981,0,0,705,112582
"2023","männlich","Vorarlberg","25 bis unter 30",1636,1636,46245745,1636,45108125,1608,4180202,942,-2487581,995,2519231,601,-950529,1161,34492419,41,147726,352,5460218,667,9272504,1148,28900657,104,367418,466,1771833,22,263216,1041,-607345,17,-134517,131,-320789,62,-82640,11,-20876,109,-78096,7,-4424,684,-374476,351,-162321,70,-33158,95,2283830,424,-1029339,10,-9450,0,0,1606,3952158,1461,4062552,145,-110394,89,201837,0,0,1080,3636509,89,54823,0,0,904,173222
"2023","männlich","Vorarlberg","30 bis unter 40",3744,3744,134361708,3744,131369760,3729,17074893,2541,-10953192,2313,8050315,1374,-2269217,2840,109874649,76,320884,761,14018631,1375,21849997,2818,90812355,211,817980,1282,5849532,68,811809,2538,-1897482,34,-525112,274,-650547,128,-243698,29,-49269,224,-156448,22,-12408,1796,-759577,312,-127843,173,-103079,163,2742720,1119,-3066844,7,-6671,0,0,3723,16273302,3582,16367867,141,-94564,191,676836,3,10657,2734,12060976,191,181907,3,3197,2517,616487
"2023","männlich","Vorarlberg","40 bis unter 50",3934,3934,179679289,3934,176865348,3934,30754755,2912,-19991919,2539,12596713,1330,-2451920,3171,158561769,85,158238,864,18171395,1180,21336547,3152,131071455,281,875734,1628,7468141,74,761110,2890,-1882765,13,-162969,214,-589031,164,-517492,42,-51022,235,-173860,10,-5800,2015,-850214,92,-44052,184,-96850,133,3707260,1237,-3733730,1,-1278,0,0,3934,29614823,3905,29637611,29,-22788,249,688903,1,1400,3085,17923997,249,186196,1,420,2979,958183
"2023","männlich","Vorarlberg","50 bis unter 70",5760,5760,344809114,5760,340562419,5760,74807097,3972,-42514615,4112,32782634,1605,-3151694,4580,297754917,96,377032,1445,42118205,1635,39511896,4553,243056024,514,2293920,2557,16507718,119,1127674,4393,-3251019,15,-538956,271,-645290,489,-2420607,72,-177331,366,-260952,14,-8016,3321,-1400262,79,-41149,244,-149676,180,5500025,2179,-6390378,1,-223,0,0,5751,72369741,5749,72372519,2,-2778,458,2177397,5,36804,4475,33354363,459,594203,5,10832,4344,1831591
"2023","männlich","Vorarlberg","70 bis unter 100",4302,4302,360118281,4302,356458754,4302,97413423,2611,-45473824,3316,48276008,979,-2240189,3359,302620753,76,257172,1284,46636216,1186,45754545,3339,245073625,551,3196735,1860,18133360,122,1181640,3440,-2640106,7,-107817,159,-518718,721,-5574604,67,-146408,247,-180054,19,-11180,2754,-1160174,43,-28632,197,-116628,136,2841886,1835,-5484952,1,-673,0,0,4300,94640583,4298,94642254,2,-1671,511,2998682,5,194833,3284,33409231,511,817495,5,58450,3202,1892357
"2023","männlich","Vorarlberg","100 und mehr",5013,5013,1111850917,5013,1105025310,5013,407669683,2485,-101604195,4278,278066291,730,-4515378,3403,510622174,96,2105199,1967,261399802,1632,196079562,3371,422896174,1064,171678141,2161,37717344,249,19239759,4160,-5339469,18,-659995,174,-650009,843,-13664988,198,-3791747,293,-207888,27,-15880,2806,-1185019,72,-49788,252,-166681,215,20096648,2503,-7216422,0,0,1,-1650,4985,351843341,4973,351852298,12,-8957,1007,170206985,50,16656945,3270,53566579,1008,46779757,50,4996874,3147,4111985
"2023","männlich","Wien","bis unter 4",12678,11975,-63967593,6536,12018497,3197,-1771461,1303,-753264,359,601049,3046,-3117988,3551,27312146,106,-1067350,3236,1702888,7233,-72764538,3278,14542984,636,1642520,1360,-8113150,68,241263,2476,-19559924,1224,-18728108,167,-522316,2,-581,184,-237651,681,-519568,44,-25368,1904,-929073,371,-130019,55,-9606,678,60546253,55,-54310,13,-5179,434,-553700,2919,-1874257,127,219908,2792,-2094165,337,243714,2,5024,2664,2055774,337,65404,2,1507,307,35857
"2023","männlich","Wien","4 bis unter 6",3294,3294,17203326,3294,16547266,1205,-596484,606,-1053554,105,62807,1138,-1908487,1333,13994236,14,72996,1127,3752747,1620,450909,1286,10657223,170,1574778,376,544613,21,209858,881,-3850711,140,-3461971,58,-455244,0,0,51,-181439,171,-134192,7,-4008,811,-460757,115,-33512,18,-4196,131,7667688,17,-15891,2,-1158,120,-150819,1078,-700842,56,34765,1022,-735607,101,218863,1,140,1116,1472137,101,59394,1,42,197,44921
"2023","männlich","Wien","6 bis unter 8",3372,3372,27379976,3372,23639097,1391,-716400,697,-1206274,109,88923,1321,-2365824,1513,17033524,22,-111788,1193,6244384,1593,5286169,1469,13334928,190,1249831,378,1220846,24,212442,947,-5176631,151,-4839210,61,-187837,4,-726,67,-176835,189,-137528,13,-8512,989,-629626,114,-41655,17,-4363,131,14178268,38,-31600,3,-938,124,-150006,1290,-814240,92,86274,1198,-900514,89,191988,0,0,1291,1791629,90,51803,0,0,167,45795
"2023","männlich","Wien","8 bis unter 10",3475,3475,32866703,3475,31228791,1347,-803897,662,-817694,112,91714,1282,-1808424,1438,15603403,22,120793,1268,8632336,1715,10404043,1394,11717324,155,521762,371,1416005,21,101961,1029,-1946471,107,-1541098,62,-239418,3,-1484,50,-81415,187,-136632,13,-7544,960,-683184,156,-66215,19,-5464,117,5219562,54,-52028,1,-94,109,-125053,1299,-865950,97,91981,1202,-957931,80,129433,2,6406,1211,1560933,80,34837,2,1922,130,25294
"2023","männlich","Wien","10 bis unter 15",8998,8998,115052684,8998,112180650,6390,-1814268,2429,-2400191,2516,1037391,3926,-5513328,4293,55915975,52,-16438,3190,26722307,4552,38891599,4195,44812793,430,1636854,942,2836153,52,336943,2727,-3067172,156,-1873418,219,-751040,11,-8958,130,-187271,506,-365848,29,-17984,3157,-2649313,621,-326042,125,-34373,286,15766882,889,-390344,15,-7495,305,-319646,6273,-2060930,2542,1103618,3731,-3164547,229,541854,1,12297,3730,5776921,229,146704,1,3689,859,96152
"2023","männlich","Wien","15 bis unter 20",8557,8557,153428349,8557,149519367,7824,2353395,3740,-3942255,3640,3706789,4181,-5560581,4971,87742034,47,210170,3107,33988975,3896,42028818,4875,71510828,420,1918684,942,3585698,51,384523,2857,-3263168,131,-1874336,265,-780294,30,-16840,104,-189749,486,-352432,25,-14520,3902,-4000949,757,-605779,222,-84856,270,7937472,1608,-1640126,29,-33056,162,-105977,7748,1856627,4125,3949520,3623,-2092894,255,746666,1,5320,4500,9139606,255,202055,1,1596,2474,293117
"2023","männlich","Wien","20 bis unter 25",8143,8143,186450029,8143,182686398,7859,9653514,4528,-7369570,4321,7412068,3487,-5406049,5300,125722387,47,273888,2844,33902828,3498,45803695,5226,100273053,411,1653192,1024,4365420,55,412929,3070,-2611247,98,-1184545,279,-736258,41,-42490,94,-152045,498,-349896,30,-17720,4310,-3648201,715,-527194,278,-125347,283,7533006,1915,-3268559,37,-42366,35,-18720,7829,8856363,6645,9894685,1184,-1038322,311,766614,4,52306,4941,13458229,312,208394,4,15692,3752,574673
"2023","männlich","Wien","25 bis unter 30",7070,7070,197228086,7070,193913348,6945,17674192,4428,-11603810,4023,10240093,2873,-4588652,4848,146047338,49,199246,2507,33643352,2709,39314401,4804,116985655,464,2481618,1112,4118898,72,676655,2980,-2037587,56,-638269,272,-807409,43,-51380,94,-177574,389,-282064,25,-15120,3927,-2204901,656,-337551,285,-149158,260,4820199,1761,-3989388,16,-13552,0,0,6930,16568874,6337,17018999,593,-450125,375,1179728,5,18776,4629,16222168,375,320239,5,5633,4034,779430
"2023","männlich","Wien","30 bis unter 40",12466,12466,442005419,12466,434760248,12434,57277808,8684,-38183053,7278,27310073,4954,-8896147,9266,358466545,99,314559,4370,67546100,4264,71872065,9216,288555003,1025,4104656,2408,8894467,157,1179095,6114,-4782574,102,-1687617,499,-1755643,85,-129137,159,-333087,619,-450592,54,-31632,7333,-3118539,593,-297513,505,-275852,462,10636442,3275,-8465427,18,-13099,1,-1047,12411,54496244,11967,54823368,444,-327124,865,2524295,15,85697,8954,40487010,866,681989,15,25709,8243,2078986
"2023","männlich","Wien","40 bis unter 50",10735,10735,488163096,10735,481345034,10731,86937453,8034,-57224061,6451,35798001,4072,-7091949,8429,415437681,89,275785,3754,67178076,3092,62944266,8376,339250064,1177,5474836,2628,11763303,173,1695654,6072,-4743080,53,-953236,442,-1457010,81,-229506,194,-418552,439,-301280,41,-24312,6192,-2612138,261,-143046,442,-253747,402,9336451,2780,-7192551,1,-1135,1,-392,10700,83246855,10647,83282991,53,-36136,1019,4059654,13,158933,8194,47560719,1019,1102923,13,47680,7830,2539996
"2023","männlich","Wien","50 bis unter 70",16192,16192,969830795,16192,958032846,16192,216449511,12240,-138007807,10350,88206183,5709,-11523617,12736,822392336,158,381766,6010,143872369,4124,116835494,12671,666478192,2132,11312945,4760,28281778,311,3319645,10095,-9328327,47,-1718696,652,-2002244,117,-446760,365,-689384,558,-382032,77,-44328,9769,-4122492,281,-174512,709,-405037,610,18278077,4854,-12609989,1,-1278,0,0,16159,208639621,16138,208656179,21,-16558,1888,9232320,32,631295,12429,93172751,1891,2510933,32,189301,11966,5119176
"2023","männlich","Wien","70 bis unter 100",13080,13080,1101172276,13080,1090378933,13080,303585610,10063,-190216666,8555,122676947,4474,-11797133,10424,909908282,190,862009,5304,167121955,2948,124373875,10376,750948409,1831,16251533,4270,37032610,369,4996065,8860,-8781567,36,-653452,560,-1890105,104,-532837,269,-865662,551,-377112,57,-32496,8162,-3442444,176,-118489,662,-370761,534,19413506,4568,-11848230,6,-7227,2,-2181,13035,293368388,13014,293384261,21,-15872,1628,15004679,44,1165792,10194,103031270,1630,4095283,44,346237,9875,5806516
"2023","männlich","Wien","100 und mehr",19213,19213,4477000313,19213,4450425385,19213,1692323222,14308,-782699431,14158,882232865,5019,-24470361,14906,2522859206,312,5953374,9564,1114159978,3700,399987575,14848,2226566567,3892,525119380,7136,165866007,713,39318066,14166,-24831444,53,-2955383,623,-2465532,395,-7361571,683,-17385442,1039,-719525,96,-56456,12134,-5128161,287,-197787,1171,-752037,1315,85587199,7881,-21059215,3,-3448,2,-2201,19096,1521730622,19040,1521773672,56,-43050,3589,511436511,109,27223227,14540,263621800,3589,140362941,109,7812783,14053,23026362
"2023","männlich","Ausland","bis unter 4",4583,4164,-10575181,2215,4153368,858,314976,31,-225432,792,157899,94,-384729,480,11554557,85,-2779946,220,176511,677,-4008883,273,512980,30,60252,3250,-4718244,7,103121,379,-3212495,135,-2832043,1,-1159,0,0,20,-23354,5,-3152,3,-1744,49,-25209,23,-3739,0,0,58,8586819,2,-2087,0,0,7,-6050,845,308342,786,339560,59,-31217,12,16654,1,3558,228,133590,12,4549,1,1067,7,1017
"2023","männlich","Ausland","4 bis unter 6",752,752,3934216,752,3735282,638,319039,22,-172052,601,344091,43,-202245,107,2262545,5,20902,63,271896,121,578754,67,276759,8,20991,569,2750118,1,14796,85,-194790,3,-65381,3,-4144,1,-69,3,-5068,10,-7232,0,0,32,-22014,15,-7176,2,-958,22,1662156,2,-5851,0,0,7,-7700,633,314542,599,340199,34,-25657,4,14425,0,0,48,34341,5,3963,0,0,3,534
"2023","männlich","Ausland","6 bis unter 8",544,544,3812320,544,3783789,434,350824,16,-46999,398,370977,37,-80788,78,1647391,8,25575,51,309640,130,680240,71,348048,4,25861,374,2412091,2,12428,73,-153409,6,-106121,1,-990,0,0,3,-9922,11,-8304,2,-1408,17,-14225,17,-12927,0,0,17,271155,1,-303,0,0,9,-10450,431,347808,402,375411,29,-27603,1,2,1,5312,53,56006,1,0,1,1593,4,1422
"2023","männlich","Ausland","8 bis unter 10",421,421,3837132,421,3774783,334,379396,19,-21121,306,397335,30,-39058,77,1220326,4,23020,59,575384,91,698531,61,327603,5,22713,266,2190798,0,0,50,-60604,3,-18423,0,0,0,0,1,-10,5,-2968,1,-704,34,-32423,20,-16890,0,0,13,931957,0,0,0,0,5,-4400,334,378830,310,398432,24,-19602,2,1126,0,0,52,45303,2,309,0,0,4,257
"2023","männlich","Ausland","10 bis unter 15",640,640,7943370,640,7830425,571,935337,48,-85206,491,976869,79,-165122,152,2895395,11,7023,89,941957,179,2000552,126,831076,5,43567,356,4016265,9,103696,78,-124202,9,-63140,1,-3144,0,0,4,-5638,31,-21656,1,-520,65,-56418,28,-22947,1,-208,26,1161302,36,-8889,0,0,22,-20293,567,922446,504,1000593,63,-78147,3,22704,2,16527,105,119754,3,6240,2,4958,18,1693
"2023","männlich","Ausland","15 bis unter 20",364,364,6756237,364,6239528,343,834787,63,-157787,280,830161,63,-177699,112,2463127,14,158292,66,1060478,100,1847964,96,1129215,3,14599,171,2467806,5,79157,46,-514988,5,-493165,1,-401,0,0,1,-4620,13,-8832,1,-520,68,-60136,23,-19729,1,-634,25,367273,55,-64592,0,0,6,-2154,342,820382,290,866667,52,-46285,2,12599,2,18956,80,151944,2,3465,2,5687,43,5253
"2023","männlich","Ausland","20 bis unter 25",247,247,5515933,247,5469976,236,859594,61,-127374,187,804812,49,-108428,87,2306684,4,28716,45,842530,75,1446512,80,1298336,6,49056,104,1809801,2,41884,34,-36384,2,-14766,1,-3144,0,0,3,-19145,10,-6488,0,0,58,-45981,16,-13250,1,-136,20,1446040,42,-77858,0,0,0,0,235,843153,210,865541,25,-22389,5,33917,0,0,70,177460,5,9089,0,0,47,7353
"2023","männlich","Ausland","25 bis unter 30",185,185,5145908,185,5031102,184,962899,45,-113493,151,921659,33,-73561,56,1628836,3,28816,43,985656,44,854942,56,1102827,1,3602,91,2164345,1,7920,36,-73139,2,-22792,1,-35103,1,-1307,0,0,7,-4929,0,0,40,-23103,11,-7206,3,-1040,8,113594,27,-68389,0,0,0,0,184,953642,167,969353,17,-15711,1,3602,0,0,51,173495,1,901,0,0,42,8356
"2023","männlich","Ausland","30 bis unter 40",254,254,8722946,254,8693629,253,1944735,75,-441084,211,1646747,41,-167089,101,4506546,3,94805,49,1470059,67,1961064,91,2423435,7,59072,118,2638309,3,78361,43,-26006,2,-1669,4,-6580,1,-483,0,0,4,-2448,0,0,61,-25729,14,-7416,5,-2409,14,213194,35,-113034,0,0,0,0,252,1911693,246,1913719,6,-2026,7,59072,1,4002,81,321587,7,16085,1,1201,67,15756
"2023","männlich","Ausland","40 bis unter 50",177,177,7965309,177,7856608,177,2041659,44,-321605,154,1753244,21,-91751,68,3557381,1,848,57,1984846,44,1542094,54,1951247,6,23516,71,2268217,5,196633,38,-110959,3,-66173,2,-1740,0,0,1,-2547,4,-3976,0,0,34,-14154,4,-2676,1,-1680,14,370056,26,-115293,0,0,0,0,176,1989041,175,1991007,1,-1966,5,23486,3,108641,51,261119,5,6299,3,32592,43,13726
"2023","männlich","Ausland","50 bis unter 70",217,217,12916135,217,12869042,217,3616266,80,-904705,181,2799955,34,-125398,94,5969464,7,278779,73,2939623,61,2744444,87,4209057,9,93412,77,2465018,3,128167,64,-48368,1,-2540,3,-5246,0,0,1,-248,8,-5776,1,-704,67,-28648,4,-3472,5,-2424,19,361722,47,-160483,0,0,0,0,215,3523111,215,3523111,0,0,9,88250,2,118600,85,611100,9,24218,2,35580,76,33357
"2023","männlich","Ausland","70 bis unter 100",163,163,14447145,163,13576871,163,4501196,58,-1328408,128,3202949,32,-196244,73,6547510,3,160813,66,3725127,32,2669452,71,4752537,14,131607,50,2482536,8,527006,41,-871931,1,-828901,2,-525,1,-2520,3,-9800,7,-5256,0,0,55,-23155,9,-7424,2,-1308,19,3523071,32,-119614,0,0,0,0,158,4276001,158,4276001,0,0,12,127702,7,522045,64,604423,12,34740,7,156614,55,33843
"2023","männlich","Ausland","100 und mehr",311,311,67959191,311,67916298,311,27086348,155,-9503755,222,16369626,85,-792361,176,31367940,11,1554102,156,18214431,51,7692718,169,25370358,19,1918155,78,6636121,19,6577575,100,-177135,0,0,5,-15389,3,-121613,7,-282645,15,-9784,0,0,154,-64834,7,-3976,4,-1488,49,4725180,93,-292160,0,0,0,0,295,24334892,295,24334892,0,0,19,1918155,17,6575767,159,2964605,19,527314,17,1972730,149,240467
"2023","weiblich","Burgenland","bis unter 4",2168,2046,-2976590,1322,2621583,556,-191299,219,-103283,8,2049,567,-481241,604,3845497,160,-695937,401,-488134,1330,-4842820,572,2897826,30,56992,231,57626,18,68761,634,-2159723,192,-2010258,45,-119397,1,-60,11,-8318,40,-29520,101,-61438,313,-149346,106,-32697,0,0,46,1113177,4,-2712,3,-1205,90,-92880,547,-203701,4,163081,543,-366782,8,7014,3,4843,475,419003,8,1868,3,1453,72,8914
"2023","weiblich","Burgenland","4 bis unter 6",796,796,4496643,796,3945178,226,-133240,94,-133729,3,1710,226,-269529,242,2272979,35,107947,136,537576,551,1912034,237,1832615,1,0,73,120133,0,0,286,-522229,30,-461398,26,-126795,0,0,2,-852,19,-13064,31,-17408,119,-71693,60,-13893,0,0,11,152117,2,-934,0,0,33,-30250,214,-139859,3,1710,211,-141570,1,0,0,0,208,256758,1,0,0,0,35,6620
"2023","weiblich","Burgenland","6 bis unter 8",704,704,5260963,704,4869458,246,-134993,80,-67045,10,7890,238,-210971,254,2275454,39,291348,132,582451,451,2206405,246,1847499,8,18881,76,335096,2,3647,268,-332152,26,-263160,24,-59654,0,0,2,-351,9,-5280,40,-22872,124,-76953,75,-23440,0,0,13,375002,1,-325,0,0,34,-26950,242,-141248,9,8843,233,-150092,4,9858,0,0,230,261497,4,2710,0,0,25,3546
"2023","weiblich","Burgenland","8 bis unter 10",661,661,6256213,661,5921201,281,-199040,99,-61200,7,7818,273,-294913,283,2835593,54,284059,127,845519,401,2518273,281,2322966,8,16400,93,256596,8,28767,322,-240189,21,-172107,19,-52891,0,0,2,-150,8,-5360,38,-24648,156,-128099,84,-28163,0,0,13,156789,2,-1115,1,-197,30,-30250,277,-203464,10,9334,267,-212798,2,344,2,2301,261,332573,2,94,2,690,29,3639
"2023","weiblich","Burgenland","10 bis unter 15",1498,1498,19489155,1498,18665642,1163,-610006,481,-228745,302,100457,870,-952713,903,12763244,135,809380,295,2075516,724,5359757,896,10510436,20,57095,262,688946,9,47147,889,-363371,27,-148339,79,-238865,0,0,9,-4984,23,-16200,67,-41200,531,-511678,313,-169450,0,0,26,452662,99,-34737,3,-1478,59,-51483,1160,-639407,303,100139,857,-739546,8,21338,3,4434,856,1487856,8,5856,3,1122,271,22423
"2023","weiblich","Burgenland","15 bis unter 20",1599,1599,28935659,1599,27930102,1527,-32052,1001,-607414,473,363602,1044,-1026990,1242,23790244,147,942527,305,1935775,631,4745941,1236,19881850,21,91016,424,1398551,7,32748,1069,-518259,21,-222018,101,-268493,0,0,11,-17199,11,-7056,50,-32368,721,-770956,502,-420461,4,-1374,23,116773,223,-172560,1,-1277,15,-9364,1516,-138343,548,391281,968,-529624,9,24331,1,153,1215,2810903,9,6542,1,46,891,99704
"2023","weiblich","Burgenland","20 bis unter 25",1430,1430,32817748,1430,32111577,1422,1183537,1132,-1339501,629,715455,775,-890815,1223,30963305,146,851521,292,2035877,470,3083188,1221,25408096,22,64552,405,1401271,12,74786,1035,-335766,20,-75232,83,-265630,0,0,4,-2970,17,-11792,76,-45552,813,-731335,396,-306650,10,-4234,28,172983,272,-371232,1,-1278,4,-1080,1420,1004521,1186,1195230,234,-190709,17,43553,0,0,1214,3668659,17,11913,0,0,1091,167103
"2023","weiblich","Burgenland","25 bis unter 30",1205,1205,33696866,1205,33056023,1204,2685852,1009,-2275701,590,1117384,602,-740071,1063,33003393,111,935273,277,2331683,353,2407823,1059,26581662,23,98814,369,1257513,14,160935,910,-361062,11,-74536,68,-168032,2,-2936,4,-4483,14,-10280,60,-37104,728,-430226,311,-167109,1,-93,10,42324,267,-445418,1,-1278,1,-556,1204,2478472,1110,2543684,94,-65212,16,25263,4,33868,1042,3870517,16,6903,4,10161,983,190317
"2023","weiblich","Burgenland","30 bis unter 40",1925,1925,67661996,1925,66609160,1925,8542225,1653,-6290206,1146,3033946,766,-836259,1709,65559095,197,1545711,459,4628381,470,4856700,1706,53293713,55,276540,692,2939726,31,196560,1506,-660268,10,-67452,112,-189162,1,-1275,13,-23268,18,-11248,76,-45832,1158,-490724,271,-120952,1,-372,23,448045,387,-739690,0,0,0,0,1923,8090504,1897,8103959,26,-13455,36,117431,8,70346,1693,7754204,36,32162,8,21104,1623,398455
